Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0600030G;Collège Ferdinand Buisson;Collège;Public;Rue Ferdinand Buisson;;;60210;60286;Grandvilliers;060;20;32;;;0;0;0;03 44 46 78 21;;https://college-ferdinand-buisson-grandvilliers.60.ac-amiens.fr;Ce.0600030G@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600030100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8812;49.663175125815094, 1.946149983667134;SANS OBJET;Oise;Amiens;Hauts-de-France;623874.8;6952071.1;EPSG:2154;Circonscription d'inspection du 1er degré de Grandvilliers;49.663175125815094;1.946149983667134;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600030G;;;0602086S;;;20608;OISE OCCIDENTALE
0601447X;Collège Marcel Pagnol;Collège;Public;Route de Macquelines;;;60620;60069;Betz;060;20;32;;;0;0;0;03 44 87 20 47;;https://college-marcel-pagnol-betz.60.ac-amiens.fr;Ce.0601447X@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601447600010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1964;49.159951458918364, 2.947490281867122;SANS OBJET;Oise;Amiens;Hauts-de-France;696169.6;6895577.5;EPSG:2154;Circonscription d'inspection du 1er degré de Crépy en Valois;49.159951458918364;2.947490281867122;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601447X;;;0601806M;;;20607;OISE ORIENTALE
0601293E;Collège Romain Rolland;Collège;Public;Route de Noailles;;;60250;60439;Mouy;060;20;32;;;0;0;0;03 44 56 50 42;;https://college-romain-rolland-mouy.60.ac-amiens.fr;Ce.0601293E@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601293400010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8692;49.32061213279904, 2.309089394420348;SANS OBJET;Oise;Amiens;Hauts-de-France;649757.5;6913667.3;EPSG:2154;Circonscription d'inspection du 1er degré de Gouvieux;49.32061213279904;2.309089394420348;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601293E;;;0601503H;;;20606;OISE CENTRALE
0601469W;Collège Jean Moulin;Collège;Public;Rue Pierre Francastel;;;60220;60245;Formerie;060;20;32;;;0;0;0;03 44 04 02 25;;https://college-jean-moulin-formerie.60.ac-amiens.fr;Ce.0601469W@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19601469000024;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1192;49.64805994029029, 1.722240571206056;SANS OBJET;Oise;Amiens;Hauts-de-France;607674.7;6950628.0;EPSG:2154;Circonscription d'inspection du 1er degré de Grandvilliers;49.64805994029029;1.722240571206056;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601469W;;;0602086S;;;20608;OISE OCCIDENTALE
0801510G;Collège Gabrielle-Marie Scellier;Collège;Public;2 rue Jules Verne;;;80270;80013;Airaines;080;20;32;;;0;0;0;03 22 71 93 40;;https://college-gabrielle-marie-scellier-airaines.80.ac-amiens.fr/;Ce.0801510G@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19801510900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13578;49.96308048192076, 1.9492526131272263;SANS OBJET;Somme;Amiens;Hauts-de-France;624543.1;6985446.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens sud ouest;49.96308048192076;1.9492526131272263;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801510G;;;0801197S;;;20806;PICARDIE MARITIME
0601607W;Collège Simone Veil;Collège;Public;Route de Sailleville;;;60290;60134;Cauffry;060;20;32;;;0;0;0;03 44 73 20 41;;https://college-simone-veil-cauffry.60.ac-amiens.fr;Ce.0601607W@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19601607500018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5476;49.313803112870914, 2.4490794409961327;SANS OBJET;Oise;Amiens;Hauts-de-France;659932.0;6912829.8;EPSG:2154;Circonscription d'inspection du 1er degré de Clermont;49.313803112870914;2.4490794409961327;Numéro de rue;1978-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601607W;;;0600099G;;;20606;OISE CENTRALE
0601786R;Collège René Cassin;Collège;Public;96 rue de la Planchette;;;60870;60102;Brenouille;060;20;32;;;0;0;0;03 44 72 86 10;;https://college-rene-cassin-brenouille.60.ac-amiens.fr;Ce.0601786R@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600006100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14828;49.30704388990935, 2.541560186267132;SANS OBJET;Oise;Amiens;Hauts-de-France;666653.6;6912034.9;EPSG:2154;Circonscription d'inspection du 1er degré de Pont Sainte Maxence;49.30704388990935;2.541560186267132;Numéro de rue;1985-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601786R;;;0600103L;;;20606;OISE CENTRALE
0801533G;Collège Auguste Janvier;Collège;Public;72 rue Jules Barni;;;80041;80021;Amiens;080;20;32;;;0;0;0;03 22 71 56 56;;https://college-auguste-janvier-amiens.80.ac-amiens.fr;Ce.0801533G@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19801533100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15498;49.887363722867995, 2.314777319572787;SANS OBJET;Somme;Amiens;Hauts-de-France;650718.4;6976729.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Sud;49.887363722867995;2.314777319572787;Numéro de rue;1975-04-14;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801533G;;;0801200V;;;20808;AMIENS SUD
0601865B;Lycée Condorcet;Lycée;Public;1 rue Condorcet;;;60110;60395;Méru;060;20;32;;;1;1;0;03 44 52 37 80;;https://www.lycee-condorcet-meru.fr/;Ce.0601865B@ac-amiens.fr;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;;1;19600078000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11893;49.237615463902955, 2.143169832626387;SANS OBJET;Oise;Amiens;Hauts-de-France;637592.2;6904553.5;EPSG:2154;;49.237615463902955;2.143169832626387;Numéro de rue;1990-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0601470X;;;;;;20608;OISE OCCIDENTALE
0020031Y;Lycée Frédéric et Irène Joliot Curie;Lycée;Public;1 rue Chanzy;;;02500;02381;Hirson;002;20;32;;;1;1;0;03 23 99 30 30;;https://lgt-frederic-et-irene-joliot-curie-hirson.02.ac-amiens.fr;joliot-curie.hirson@ac-amiens.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19020031100016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3987;49.92986092399827, 4.078870545386968;SANS OBJET;Aisne;Amiens;Hauts-de-France;777526.9;6981776.2;EPSG:2154;;49.92986092399827;4.078870545386968;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0021663X;;;;;;20028;LAON HIRSON
0020059D;Lycée Gérard de Nerval;Lycée;Public;14 rue Paul Deviolaine;;;02200;02722;Soissons;002;20;32;;;1;1;0;03 23 53 00 27;;https://lycee-gerard-de-nerval.org/;Ce.0020059D@ac-amiens.fr;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;;1;19020059200011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7861;49.386364080603975, 3.323269462222443;SANS OBJET;Aisne;Amiens;Hauts-de-France;723478.2;6920810.4;EPSG:2154;;49.386364080603975;3.323269462222443;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0020059D;;;;;;20029;SUD-AISNE
0020089L;Lycée professionnel Frédéric et Irène Joliot Curie;Lycée;Public;5 rue Chanzy;;;02500;02381;Hirson;002;20;32;;;0;0;1;03 23 99 30 30;;https://lgt-frederic-et-irene-joliot-curie-hirson.02.ac-amiens.fr;joliot-curie.hirson@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;;1;19020089900010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3473;49.92851478151607, 4.084095562804411;SANS OBJET;Aisne;Amiens;Hauts-de-France;777904.4;6981631.5;EPSG:2154;;49.92851478151607;4.084095562804411;Numéro de rue;1966-11-04;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0021663X;;;;;;20028;LAON HIRSON
0800013E;Lycée professionnel de l'Acheuléen;Lycée;Public;21 bis rue du 31 août 1944;;;80090;80021;Amiens;080;20;32;;;0;0;1;03 22 50 43 00;;https://lycee-de-lacheuleen-amiens.fr/;ce.0800013e@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;;1;19800013500014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8694;49.8809083837674, 2.3250102852883474;SANS OBJET;Somme;Amiens;Hauts-de-France;651448.2;6976004.7;EPSG:2154;;49.8809083837674;2.3250102852883474;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0800038G;;;;;;20808;AMIENS SUD
0021946E;Lycée européen;Lycée;Public;Avenue de Noüe;;;02600;02810;Villers-Cotterêts;002;20;32;;;1;0;0;03 23 96 39 23;;https://lgt-lycee-europeen-villers-cotterets.02.ac-amiens.fr/;ce.0021946e@ac-amiens.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;1;19020005500019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15485;49.25160869411732, 3.081219626835512;SANS OBJET;Aisne;Amiens;Hauts-de-France;705914.2;6905774.5;EPSG:2154;;49.25160869411732;3.081219626835512;Rue;1992-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0021989B;;;;;;20029;SUD-AISNE
0800046R;Lycée Pierre Mendès France;Lycée;Public;Route de Saint-Denis;;;80200;80620;Péronne;080;20;32;;;1;1;0;03 22 73 35 00;;https://www.pierre-mendes-france.fr/;Ce.0800046R@ac-amiens.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;;1;19800046500015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8909;49.93541386504129, 2.94137255283811;SANS OBJET;Somme;Amiens;Hauts-de-France;695787.4;6981866.3;EPSG:2154;;49.93541386504129;2.94137255283811;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0801537L;;;;;;20807;SANTERRE SOMME
0600004D;Lycée professionnel Les Jacobins;Lycée;Public;2 rue Vincent de Beauvais;;;60000;60057;Beauvais;060;20;32;;;0;0;1;03 44 45 00 88;;https://lp-les-jacobins-beauvais.60.ac-amiens.fr/;Ce.0600004D@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;;1;19600004600017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11778;49.430522248723264, 2.0873605631685264;SANS OBJET;Oise;Amiens;Hauts-de-France;633775.5;6926057.9;EPSG:2154;;49.430522248723264;2.0873605631685264;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0601823F;;;;;;20608;OISE OCCIDENTALE
0601822E;Lycée professionnel Arthur Rimbaud;Lycée;Public;319 rue Aristide Briand;;;60170;60537;Ribécourt-Dreslincourt;060;20;32;;;0;0;1;03 44 75 78 00;;https://lp-lyc-metier-arthur-rimbaud-ribecourt-dreslincourt.60.ac-amiens.fr/;Ce.0601822E@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;;1;19600025100013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4181;49.50827213149256, 2.92735014846676;SANS OBJET;Oise;Amiens;Hauts-de-France;694736.1;6934328.3;EPSG:2154;;49.50827213149256;2.92735014846676;Numéro de rue;1987-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0600040T;;;;;;20607;OISE ORIENTALE
0601823F;Lycée François Truffaut;Lycée;Public;4 rue de Pontoise;;;60000;60057;Beauvais;060;20;32;;;1;1;0;03 44 12 45 12;;https://www.lycee-francois-truffaut.fr/;ce.0601823f@ac-amiens.fr;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;;1;19600071500017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9936;49.4233836161901, 2.0837003907692133;SANS OBJET;Oise;Amiens;Hauts-de-France;633500.7;6925266.8;EPSG:2154;;49.4233836161901;2.0837003907692133;Numéro de rue;1987-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0601823F;;;;;;20608;OISE OCCIDENTALE
0800011C;Lycée Édouard Gand;Lycée;Public;70 boulevard de Saint-Quentin;Cité scolaire;;80000;80021;Amiens;080;20;32;;;0;1;0;03 22 53 41 22;;http://lycée-édouard-gand-amiens.fr/gest.0800011c@ac-amiens.fr/;ce.0800011c@ac-amiens.fr;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;;1;19800011900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5703;49.8791074014261, 2.2971710512012264;SANS OBJET;Somme;Amiens;Hauts-de-France;649444.0;6975821.7;EPSG:2154;;49.8791074014261;2.2971710512012264;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;301;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;99;0800011C;;;;;;20808;AMIENS SUD
0801489J;Collège du Marquenterre;Collège;Public;2 rue du Marais;;;80120;80688;Rue;080;20;32;;;0;0;0;03 22 25 34 34;;http://college.citescolairedumarquenterre.fr/;Ce.0801489J@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19801489600015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8685;50.26874644340526, 1.6746446524720404;SANS OBJET;Somme;Amiens;Hauts-de-France;605395.7;7019774.5;EPSG:2154;;50.26874644340526;1.6746446524720404;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801739F;;;;;;20806;PICARDIE MARITIME
0801864S;Lycée polyvalent du Vimeu;Lycée;Public;3 rue Denis Papin;;;80534;80368;Friville-Escarbotin;080;20;32;;;1;1;1;03 22 20 76 40;;https://lpo-vimeu-friville-escarbotin.80.ac-amiens.fr/;Ce.0801864S@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;1;;1;19800005100013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4228;50.083159979426284, 1.5475263149585603;SANS OBJET;Somme;Amiens;Hauts-de-France;595942.8;6999271.0;EPSG:2154;;50.083159979426284;1.5475263149585603;Numéro de rue;1989-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0800033B;;;;;;20806;PICARDIE MARITIME
0801325F;Collège du Val de Somme;Collège;Public;15 rue de la Barre;;;80470;80011;Ailly-sur-Somme;080;20;32;;;0;0;0;03 22 53 14 00;;https://college-du-val-de-somme-ailly-sur-somme.80.ac-amiens.fr/;Ce.0801325F@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19801325200012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11898;49.92318422599709, 2.196102377952903;SANS OBJET;Somme;Amiens;Hauts-de-France;642224.1;6980797.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens sud ouest;49.92318422599709;2.196102377952903;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801325F;;;0801197S;;;20805;AMIENS NORD
0022042J;Lycée polyvalent Jean Bouin;Lycée;Public;Rue Gaston Bachelard;;;02100;02691;Saint-Quentin;002;20;32;;;0;1;1;03 23 62 85 00;;https://lpo-lyc-metier-jean-bouin-saint-quentin.02.ac-amiens.fr/;ce.0022042j@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;;1;19020008900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4087;49.8531884687537, 3.307330359044588;SANS OBJET;Aisne;Amiens;Hauts-de-France;722118.4;6972754.6;EPSG:2154;;49.8531884687537;3.307330359044588;Numéro de rue;1996-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0020052W;;;;;;20027;SAINT QUENTIN - CHAUNY
0020076X;Collège Jean Moulin;Collège;Public;Rue Maurice Bellonte;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;0;03 23 62 66 54;;;Ce.0020076X@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19020076600011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5050;49.83805624837902, 3.274040462303788;SANS OBJET;Aisne;Amiens;Hauts-de-France;719728.4;6971061.4;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin Nord;49.83805624837902;3.274040462303788;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020076X;;;0020210T;;;20027;SAINT QUENTIN - CHAUNY
0020018J;Collège Léon Droussent;Collège;Public;5 chemin du Val Serain;;;02380;02217;Coucy-le-Château-Auffrique;002;20;32;;;0;0;0;03 23 52 65 00;;;Ce.0020018J@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19020018800018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14831;49.518712432409465, 3.3133700826604606;SANS OBJET;Aisne;Amiens;Hauts-de-France;722700.8;6935532.6;EPSG:2154;Circonscription d'inspection du 1er degré de Chauny;49.518712432409465;3.3133700826604606;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020018J;;;0020207P;;;20027;SAINT QUENTIN - CHAUNY
0021663X;Collège César Savart;Collège;Public;18 boulevard Savart;;;02830;02684;Saint-Michel;002;20;32;;;0;0;0;03 23 58 15 05;;https://college-cesar-savart-saint-michel.02.ac-amiens.fr/;Ce.0021663X@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19021663000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10516;49.92181269792323, 4.135400314947799;SANS OBJET;Aisne;Amiens;Hauts-de-France;781601.7;6980937.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Hirson;49.92181269792323;4.135400314947799;Numéro de rue;1972-01-19;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021663X;;;0020213W;;;20028;LAON HIRSON
0021778X;Collège Jacques Prévert;Collège;Public;3 rue Alexandre Servain;;;02250;02468;Marle;002;20;32;;;0;0;0;03 23 20 04 55;;https://college-jacques-prevert-marle.02.ac-amiens.fr/;Ce.0021778X@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19021778600010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8684;49.73588192191604, 3.7722602244611343;SANS OBJET;Aisne;Amiens;Hauts-de-France;755706.1;6959927.2;EPSG:2154;Circonscription d'inspection du 1er degré du Laonnois;49.73588192191604;3.7722602244611343;Numéro de rue;1976-01-16;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021778X;;;0022136L;;;20028;LAON HIRSON
0800023R;Collège Antoine de Saint-Exupéry;Collège;Public;4 rue du Stade;;;80340;80136;Bray-sur-Somme;080;20;32;;;0;0;0;03 22 53 15 00;;https://college-antoine-de-st-exupery-bray-sur-somme.80.ac-amiens.fr/;Ce.0800023R@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19800023400015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12482;49.944373202922286, 2.7195846880396433;SANS OBJET;Somme;Amiens;Hauts-de-France;679854.7;6982897.9;EPSG:2154;Circonscription d'inspection du 1er degré de Doullens;49.944373202922286;2.7195846880396433;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800023R;;;0801447N;;;20807;SANTERRE SOMME
0800041K;Collège Antoine Augustin Parmentier;Collège;Public;9 rue Pasteur;;;80500;80561;Montdidier;080;20;32;;;0;0;0;03 22 53 15 10;;https://college-parmentier-montdidier.80.ac-amiens.fr/;Ce.0800041K@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19800041600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4231;49.65243182204467, 2.5766804052155656;SANS OBJET;Somme;Amiens;Hauts-de-France;669414.2;6950449.5;EPSG:2154;Circonscription d'inspection du 1er degré de Montdidier;49.65243182204467;2.5766804052155656;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800041K;;;0801204Z;;;20807;SANTERRE SOMME
0600003C;Lycée professionnel Jean-Baptiste Corot;Lycée;Public;4-6 rue Henri Lebesgue;;;60000;60057;Beauvais;060;20;32;;;0;0;1;03 44 02 86 50;;https://lp-jb-corot-beauvais.60.ac-amiens.fr/;Ce.0600003C@ac-amiens.fr;1;1;1;1;0;0;0;0;1;0;1;0;0;1;0;;1;19600003800014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14832;49.42022207597473, 2.0796477739924173;SANS OBJET;Oise;Amiens;Hauts-de-France;633202.5;6924918.5;EPSG:2154;;49.42022207597473;2.0796477739924173;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0601823F;;;;;;20608;OISE OCCIDENTALE
0020067M;Collège Condorcet;Collège;Public;Rue André Guinet;;;02140;02789;Vervins;002;20;32;;;0;0;0;03 23 98 35 35;;https://college-condorcet-vervins.02.ac-amiens.fr/;Ce.0020067M@ac-amiens.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19020067500014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8828;49.83633842228259, 3.913780610941681;SANS OBJET;Aisne;Amiens;Hauts-de-France;765784.7;6971216.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Hirson;49.83633842228259;3.913780610941681;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020067M;;;0020213W;;;20028;LAON HIRSON
0020055Z;Collège Gabriel Hanotaux;Collège;Public;78 rue Henriette Cabot;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;0;03 23 65 52 65;;https://enthdf.fr/blog/pub/blog-du-college-hanotaux#/list-blogs;Ce.0020055Z@ac-amiens.fr;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;REP;1;19020055000027;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.789;49.86071885144114, 3.2736201480068536;SANS OBJET;Aisne;Amiens;Hauts-de-France;719689.4;6973583.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin Nord;49.86071885144114;3.2736201480068536;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020055Z;;;0020210T;;;20027;SAINT QUENTIN - CHAUNY
0021989B;Collège François 1er;Collège;Public;22 rue des Chevreuils;BP 156;;02600;02810;Villers-Cotterêts;002;20;32;;;0;0;0;03 23 96 54 44;;https://college-francois-1er-villers-cotterets.02.ac-amiens.fr/;Ce.0021989B@ac-amiens.fr;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;1;19021834700010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8677;49.24248733704193, 3.0732195991503732;SANS OBJET;Aisne;Amiens;Hauts-de-France;705332.6;6904759.3;EPSG:2154;Circonscription d'inspection du 1er degré de Villers-Cotterêts;49.24248733704193;3.0732195991503732;Numéro de rue;1997-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021989B;;;0022137M;;;20029;SUD-AISNE
0021490J;Collège Louise Michel;Collège;Public;Rue Wilfried Lanoiselle;;;02200;02805;Villeneuve-Saint-Germain;002;20;32;;;0;0;0;03 23 76 77 20;;https://college-louise-michel-villeneuve-saint-germain.02.ac-amiens.fr/;Ce.0021490J@ac-amiens.fr;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;1;19021490800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4566;49.377438263240926, 3.3632096806347542;SANS OBJET;Aisne;Amiens;Hauts-de-France;726383.5;6919830.0;EPSG:2154;Circonscription d'inspection du 1er degré du Soissonnais;49.377438263240926;3.3632096806347542;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021490J;;;0021771P;;;20029;SUD-AISNE
